Date,BA,GE,MMM,HON
2004-05-26,32.05011,18.955254,59.142444999999995,24.054575
2004-05-27,33.081207,18.937079999999998,59.81130600000001,24.197798000000002
2004-05-28,32.794788,18.852262,59.536747,24.133348
2004-06-01,32.85207,18.803805999999998,59.726814000000005,23.77529
2004-06-02,33.475029,18.840158,60.276001,24.126188
2004-06-03,33.009598,18.779577,59.68458199999999,23.803933999999998
2004-06-04,33.582439,18.918903,59.747955000000005,24.161998999999998
2004-06-07,34.463177,19.191511,59.973243999999994,24.842312
2004-06-08,34.434536,19.064297,60.642086,24.928236
2004-06-09,34.842659000000005,18.888614999999998,60.135178,25.092953
2004-06-10,34.90712,19.076407999999997,60.705490000000005,25.350756
2004-06-14,34.964424,19.124876,59.95216,25.515467
2004-06-15,35.265147999999996,19.270270999999997,60.233748999999996,25.758945
2004-06-16,35.730571999999995,19.452005,60.022537,25.816238000000002
2004-06-17,35.422668,19.603455,60.501328,25.902168
2004-06-18,35.658958,19.736731,61.318039,26.167137
2004-06-21,35.444140999999995,19.748835,61.451797,25.966629
2004-06-22,35.565872,19.90029,63.014839,26.324679999999997
2004-06-23,36.281921000000004,20.24559,63.050087,26.861778
2004-06-24,36.052788,20.276068,62.367096,26.539518
2004-06-25,36.733032,19.611773,62.423462,26.360487
2004-06-28,35.952545,19.691001999999997,62.444565000000004,26.023909
2004-06-29,36.167358,19.703192,63.226078,26.245901
2004-06-30,36.582653,19.74585,63.373924,26.231585
2004-07-01,35.730571999999995,19.508169,62.078442,25.823393
2004-07-02,35.458477,19.300964,61.606701,25.6945
2004-07-06,35.308105,19.398467999999998,61.641926,25.486826
2004-07-07,35.365390999999995,19.514263,62.261486,25.730303
2004-07-08,35.780689,19.319246,61.775661,25.451017
2004-07-09,35.830811,19.605682,61.712322,25.923656
2004-07-12,35.945384999999995,19.867732999999998,61.888348,25.715981
2004-07-13,35.988335,20.014001999999998,61.522220999999995,25.508301
2004-07-14,35.315258,20.190746,62.092514,25.400883
2004-07-15,35.186382,20.337007999999997,62.395247999999995,25.565599
2004-07-16,35.179221999999996,20.166368,61.846104000000004,26.066876999999998
2004-07-19,34.849831,20.25169,58.473583,25.68017
2004-07-20,34.914265,20.239504,59.8465,25.708814999999998
2004-07-21,34.169598,19.867732999999998,58.846745,26.217261999999998
2004-07-22,33.868854999999996,20.03838,58.93121,26.210107999999998
2004-07-23,33.697002000000005,19.818987,58.170799,25.966629
2004-07-26,33.654057,19.691001999999997,57.473785,26.117006
2004-07-27,34.527611,19.989624,58.473583,26.747202
2004-07-28,35.093281,20.288258,57.727233999999996,27.291456
2004-07-29,35.573036,20.239504,57.818771,27.133896000000004
2004-07-30,36.339214,20.263872,57.987747,26.933395
2004-08-02,36.453765999999995,20.269973999999998,58.825588,26.82597
2004-08-03,36.346367,20.032291,58.38906899999999,26.496553000000002
2004-08-04,36.518229999999996,20.03838,58.565082999999994,26.253071000000002
2004-08-05,35.809326,19.636148000000002,57.431518999999994,25.615714999999998
2004-08-06,34.606377,19.209545000000002,56.2346,24.763535
2004-08-09,34.914265,19.410662,55.938881,24.785019000000002
2004-08-10,35.522926,19.556926999999998,56.051559,25.400883
2004-08-11,35.717037,19.623962,55.784,25.515467
2004-08-12,35.465412,19.264395,54.770126,24.849467999999998
2004-08-13,35.745785,19.435038,54.678596,24.92108
2004-08-16,36.630096,19.684904,55.079933,25.300632
2004-08-17,36.169979,19.587393,55.396747999999995,25.157412
2004-08-18,36.479115,19.977442,56.58505600000001,25.645916
2004-08-19,36.126835,19.934773999999997,56.570889,25.163521
2004-08-20,36.277798,19.898214000000003,56.776001,25.494726
2004-08-23,36.414398,19.812889000000002,56.839664,25.429922
2004-08-24,36.601334,19.886021,56.995293000000004,25.696314
2004-08-25,37.74445,19.983538,57.433815,26.272301000000002
2004-08-26,37.43531,19.983538,57.483315000000005,26.171507000000002
2004-08-27,37.377792,19.97135,57.631855,26.250708000000003
2004-08-30,37.291512,19.849455,57.504543000000005,25.689117
2004-08-31,37.543144,19.983538,58.254311,25.905104
2004-09-01,37.665371,20.03838,58.607952000000004,25.919508
2004-09-02,38.549664,20.190746,59.088936,26.337095
2004-09-03,38.175796999999996,20.014001999999998,59.371871999999996,26.193102
2004-09-07,38.801292,20.318722,59.569904,26.531498
2004-09-08,38.858799,20.513741,59.308193,26.257902
2004-09-09,38.290836,20.635633,59.308193,26.157089000000003
2004-09-10,38.930706,20.647823000000002,59.90232099999999,26.2435
2004-09-13,39.024155,20.568594,59.874039,26.416307
2004-09-14,38.765343,20.611254000000002,59.3577,26.4883
2004-09-15,38.578410999999996,20.434519,57.999672,26.193102
2004-09-16,39.196709000000006,20.434519,58.035022999999995,26.329906
2004-09-17,39.649643,20.855034,58.225986,26.452299
2004-09-20,39.35487,20.84894,57.249901,26.337095
2004-09-21,39.32613,21.001295000000002,57.695515,26.041899
2004-09-22,38.592793,20.678293,56.747723,25.566725
2004-09-23,38.10392,20.488245000000003,55.665516000000004,25.559517
2004-09-24,38.204559,20.482113000000002,55.651379000000006,25.444317
2004-09-27,37.751647999999996,20.304327,54.951145,25.264328
2004-09-28,37.615032,20.420815,55.927234999999996,25.624323
2004-09-29,36.673214,20.506638,55.722106999999994,25.696314
2004-09-30,37.111763,20.586332000000002,56.563816,25.818707
2004-10-01,37.730076000000004,20.825423999999998,56.365761,26.466694
2004-10-04,37.615032,20.917379,55.83529300000001,26.358697999999997
2004-10-05,37.018322,20.874468,55.707981000000004,26.286701
2004-10-06,37.643791,21.076777,57.391373,26.430702
2004-10-07,36.896095,20.813164,56.344547,25.696314
2004-10-08,36.018997,20.684425,56.06161899999999,25.739507999999997
2004-10-11,36.134021999999995,20.843813,56.03334,25.588318
2004-10-12,36.234657,20.856079,55.616035,25.444317
2004-10-13,36.112446000000006,20.666037,55.156261,25.285917
2004-10-14,36.126835,20.512767999999998,54.887478,25.041122
2004-10-15,36.083702,20.56794,55.156261,25.199522
2004-10-18,35.652321,20.776381,53.82650400000001,24.947526999999997
2004-10-19,35.379135,20.494381,53.324329000000006,25.516317
2004-10-20,35.199375,20.365637,54.321631999999994,24.335535
2004-10-21,35.630745000000005,20.457596,54.887478,23.759548000000002
2004-10-22,35.594807,20.200108,53.670906,23.557947
2004-10-25,35.228149,20.169462,53.45164499999999,23.205153
2004-10-26,35.932709,20.616991,53.911377,23.723547
2004-10-27,36.018997,20.813164,54.866276,24.004347
2004-10-28,35.853626,20.862209,54.569187,24.198742000000003
2004-10-29,35.875198,20.917379,54.866276,24.249138000000002
2004-11-01,35.911152,20.874468,54.399429000000005,25.228320999999998
2004-11-02,35.860809,20.874468,53.670906,24.803528
2004-11-03,36.773861,21.046131,53.253601,25.091524
2004-11-04,36.371265,21.512048999999998,55.227001,25.609909
2004-11-05,36.773861,21.573351000000002,57.575253000000004,25.883501000000003
2004-11-08,37.43531,21.530437,57.561115,26.063503
2004-11-09,37.897205,21.714351999999998,57.426731000000004,26.10671
2004-11-10,38.539524,21.653049,57.186249,26.214703000000004
2004-11-11,39.189064,21.947311,57.91478000000001,26.329906
2004-11-12,38.922024,22.223194,58.480633,26.3659
2004-11-15,38.994198,22.131226,58.19772,26.049109
2004-11-16,38.972557,22.131226,57.836971,25.732309
2004-11-17,39.513847,22.284496,58.419567,25.984556
2004-11-18,39.586006,22.578766,58.518997,26.085897
2004-11-19,38.806564,22.235447,57.510169999999995,25.666086
2004-11-22,38.950901,22.125101,57.360985,25.803607999999997
2004-11-23,39.210716,21.953445000000002,57.005772,25.861501999999998
2004-11-24,39.059146999999996,21.849234,57.012875,25.948372
2004-11-26,38.986979999999996,21.726616,56.94890600000001,25.854271
2004-11-29,38.698307,21.640785,56.835255000000004,25.760185
2004-11-30,38.662216,21.677574,56.543972,25.571987
2004-12-01,39.477759999999996,22.082188000000002,57.154961,26.295782
2004-12-02,39.593235,22.033138,56.771301,26.027977
2004-12-03,39.881908,21.96571,57.602524,25.825323
2004-12-06,39.513847,21.867617000000003,57.09812900000001,25.528564000000003
2004-12-07,38.79213,21.646919,56.032455000000006,25.036367000000002
2004-12-08,38.106487,21.892135999999997,56.295315,25.014668
2004-12-09,38.092056,22.082188000000002,56.10349300000001,25.021893
2004-12-10,37.832245,22.492935,55.982742,25.557514
2004-12-13,38.012665000000005,22.977247,55.755398,26.382648
2004-12-14,37.991015999999995,22.915943,55.769585,26.346462
2004-12-15,37.817818,22.92207,56.18874,26.064184
2004-12-16,37.586861,22.750412,56.764217,25.774654
2004-12-17,38.322994,22.529715,57.275718999999995,25.593698999999997
2004-12-20,38.409618,22.750412,57.368080000000006,25.789129
2004-12-21,38.553959000000006,22.787197,57.616744999999995,25.847036
2004-12-22,38.907589,22.719368,57.908028,25.789129
2004-12-23,38.633342999999996,22.676192999999998,58.646896,25.8398
2004-12-27,38.359093,22.552849,58.362694,25.847036
2004-12-28,38.431271,22.626858,58.959454,26.107605
2004-12-29,37.579651,22.546682,58.781856999999995,25.8398
2004-12-30,37.456963,22.571348,58.788986,25.622652
2004-12-31,37.363125,22.50968,58.305873999999996,25.629901999999998
2005-01-03,36.785751,22.565189,58.54031,25.550273999999998
2005-01-04,36.071255,22.293842,58.06430400000001,25.094276
2005-01-05,36.670284,22.158167000000002,57.353908999999994,25.021893
2005-01-06,36.432114,22.337007999999997,57.872498,24.855417000000003
2005-01-07,36.309444,22.20133,58.469276,24.761324
2005-01-10,36.792984000000004,22.145823999999998,59.634377,24.681708999999998
2005-01-11,36.677498,21.831306,60.181435,24.609331
2005-01-12,37.485821,22.003982999999998,60.35900899999999,25.318657
2005-01-13,36.540382,21.726469,59.527824,25.029132999999998
2005-01-14,36.742458,21.905312,59.65570400000001,25.579224
2005-01-18,37.442532,22.176661,58.270343999999994,25.948372
2005-01-19,37.10331,21.855970000000003,58.376915000000004,25.600943
2005-01-20,36.735226000000004,21.812799,58.931053000000006,25.456188
2005-01-21,36.136219,21.664795,57.737522,25.325899
2005-01-24,35.825871,21.744972,57.986164,25.456188
2005-01-25,35.970226000000004,22.016317,58.838726,25.391037
2005-01-26,35.984653,21.886824,59.26499200000001,25.875988
2005-01-27,36.785751,21.960812,58.888443,26.078651
2005-01-28,36.02795,22.047157000000002,59.144188,25.832554000000002
2005-01-31,36.51873,22.281504,59.932781000000006,26.042458
2005-02-01,36.836277,22.374006,59.73386,26.100357000000002
2005-02-02,37.695103,22.355503,59.208138,26.592552
2005-02-03,37.529133,22.244501,59.208138,27.128183
2005-02-04,37.947720000000004,22.355503,59.73386,27.395967
2005-02-07,37.889988,22.343168,59.591736,27.280169
2005-02-08,38.611694,22.466510999999997,59.91856800000001,27.149879
2005-02-09,39.242523,22.256832,59.215225,27.070261
2005-02-10,39.054016,22.232160999999998,59.605965000000005,27.837490000000003
2005-02-11,39.257038,22.343168,59.705418,28.329684999999998
2005-02-14,39.184528,22.398676000000002,60.110397,28.445497999999997
2005-02-15,39.467323,22.441848999999998,61.090793999999995,28.264534
2005-02-16,39.097511,22.337007999999997,61.666267000000005,28.007953999999998
2005-02-17,38.908981,22.219832999999998,60.891884,27.593190999999997
2005-02-18,38.270893,22.127323,60.778214,27.716908
2005-02-22,37.814079,21.80047,59.719654000000006,27.120203000000004
2005-02-23,38.227379,21.751135,59.919559,27.200249
2005-02-24,39.112019000000004,22.061420000000002,60.169468,27.418553999999997
2005-02-25,39.873367,22.104858,60.405083,27.746
2005-02-28,39.858871,21.844219,59.933849,27.629576
2005-03-01,39.510815,21.856632,60.312267000000006,27.418553999999997
2005-03-02,40.098147999999995,22.092447,60.376514,27.484040999999998
